Mã học viên,Ngày tháng năm sinh,Ngày đăng ký,Khóa học,Người đăng ký,Học phí,Thời lượng,Kết quả sau khi học,Điểm test đầu vào,Khuyến mãi (khoá tiếp theo)),"Số kỹ năng học viên muốn đăng ký(nghe, nói, đọc, viết)",Điểm test đầu ra,Mã giảng viên,Đánh giá giảng viên,Họ và tên giảng viên,Giới tính,Ngày sinh gv,Địa chỉ(quê quán gv),Số điện thoại gv,Quốc tịch giáo viên,Số kỹ năng khoá học
HV875,2011-02-03,2022-01-03,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,4.3,15%,3,4.1,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV876,2012-02-08,2022-10-16,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,3.9,5%,2,4.9,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV877,2014-10-19,2021-11-20,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.1,5%,2,4.3,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV878,2000-10-07,2021-04-18,B1,Bản thân,1000000,tháng,Không đạt,4.4,,4,3.4,GV07,2.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV879,2005-08-21,2022-12-28,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.4,5%,4,8.4,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV879,2005-08-21,2021-05-20,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.2,15%,4,8.4,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV880,1999-02-10,2022-12-10,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,6.5,8%,3,8.2,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV880,1999-02-10,2022-04-17,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,4.3,15%,3,5.8,GV01,5.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV880,1999-02-10,2021-06-14,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.9,15%,3,8.7,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV881,2011-02-04,2022-01-24,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,4.8,5%,2,4.3,GV08,1.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV882,2005-04-17,2022-10-10,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.2,8%,3,8.4,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV882,2005-04-17,2022-11-20,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,4.6,15%,2,4.8,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV883,1990-08-17,2023-11-02,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.3,8%,3,8.2,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV883,1990-08-17,2020-04-15,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.6,15%,2,8.8,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV884,1998-08-21,2020-12-11,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.7,15%,3,8.3,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV884,1998-08-21,2020-07-24,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.8,15%,3,8.5,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV884,1998-08-21,2020-03-26,B1,Bản thân,1000000,tháng,Đạt,4.5,15%,3,8.8,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV885,1996-06-13,2023-06-17,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,7.6,15%,3,8.3,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV885,1996-06-13,2022-09-13,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.1,5%,2,8.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV885,1996-06-13,2021-10-02,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.8,15%,3,8.7,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV886,1999-04-20,2020-07-19,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.3,5%,3,8.7,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV886,1999-04-20,2023-07-25,Thuyết trình,Bạn bè,3400000,24 buổi,Đạt,6.1,15%,2,8.3,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV886,1999-04-20,2023-12-15,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,5.7,15%,4,8.7,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV887,1992-04-17,2021-08-02,B1,Bản thân,1000000,tháng,Không đạt,4.7,,2,5.6,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV888,2009-05-10,2023-03-21,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,2.8,,2,8.3,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV889,2000-07-18,2022-03-22,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.0,,2,8.7,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV890,1992-05-24,2020-01-02,B1,Bản thân,1000000,tháng,Không đạt,7.0,,3,5.9,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV891,2015-01-16,2021-07-07,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,6.1,5%,3,4.7,GV09,1.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV892,2003-11-07,2021-09-24,B1,Bạn bè,1000000,tháng,Đạt,4.8,15%,4,8.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV892,2003-11-07,2021-02-11,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,6.1,8%,3,8.5,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV893,2006-01-22,2021-04-17,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.2,15%,3,8.4,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV893,2006-01-22,2023-05-19,B1,Bản thân,1000000,tháng,Đạt,4.8,15%,2,8.3,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV894,1993-08-24,2020-02-12,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.2,5%,2,8.5,GV02,1.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV895,1994-09-17,2023-06-15,B1,Bản thân,1000000,tháng,Không đạt,3.2,5%,4,5.2,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV895,1994-09-17,2020-12-07,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.0,15%,4,8.7,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV895,1994-09-17,2023-12-26,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,6.8,15%,2,8.6,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV896,1995-01-15,2023-08-20,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.1,15%,2,8.4,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV896,1995-01-15,2020-02-22,B1,Bạn bè,1000000,tháng,Đạt,5.9,15%,3,8.5,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV896,1995-01-15,2023-10-26,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,4.6,15%,2,5.9,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV897,2005-02-08,2022-12-23,B1,Bản thân,1000000,tháng,Đạt,7.4,5%,2,8.6,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV897,2005-02-08,2020-09-16,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,7.2,8%,3,8.3,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV898,2001-01-21,2020-03-22,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,4.3,15%,4,8.5,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV898,2001-01-21,2020-01-11,B1,Bản thân,1000000,tháng,Không đạt,5.2,15%,3,5.5,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV899,2010-04-21,2023-02-22,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,6.4,,4,5.7,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV899,2010-04-21,2023-01-28,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.1,15%,2,5.7,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV900,2004-09-15,2023-03-18,B1,Bản thân,1000000,tháng,Không đạt,5.4,5%,4,3.6,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV901,1992-07-07,2020-04-27,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,7.9,15%,2,8.8,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV901,1992-07-07,2021-03-23,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.3,8%,2,8.3,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV902,2013-07-07,2020-05-19,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.9,5%,2,4.9,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV903,1998-05-19,2020-09-13,B1,Bản thân,1000000,tháng,Đạt,6.6,15%,4,8.5,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV903,1998-05-19,2023-12-13,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,4.8,15%,2,3.5,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV904,1998-07-03,2023-11-01,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.5,15%,2,8.6,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV904,1998-07-03,2022-09-21,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,7.2,8%,3,8.6,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV905,1999-03-22,2020-01-05,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,5.9,8%,3,5.0,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV906,2012-07-20,2022-09-12,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,7.1,8%,4,2.7,GV03,2.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV907,2004-04-18,2023-05-19,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,4.5,15%,2,8.2,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV907,2004-04-18,2021-01-16,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.0,15%,2,8.7,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV908,2009-10-07,2021-11-28,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.3,15%,2,8.3,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV908,2009-10-07,2020-02-06,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.3,,4,8.6,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,2
HV909,2003-09-02,2022-02-25,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.6,15%,3,8.5,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV909,2003-09-02,2020-01-22,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.0,15%,3,8.6,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV909,2003-09-02,2023-09-26,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,6.1,5%,4,8.6,GV08,3.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV910,1995-05-15,2023-07-16,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,6.2,15%,2,8.4,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV910,1995-05-15,2022-08-03,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,3.5,5%,2,8.3,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV910,1995-05-15,2023-04-22,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.2,8%,4,8.5,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV911,2010-04-17,2022-04-03,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.4,15%,2,8.3,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV911,2010-04-17,2020-08-27,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,4.6,15%,4,8.7,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV912,2005-02-19,2021-12-14,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,5.1,8%,2,8.3,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV912,2005-02-19,2020-03-20,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.0,8%,4,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV913,2002-04-01,2023-05-26,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,6.0,,2,8.6,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV913,2002-04-01,2020-10-01,B1,Bản thân,1000000,tháng,Không đạt,4.7,15%,2,4.8,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV914,2004-08-03,2022-05-04,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,5.8,15%,4,4.9,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV914,2004-08-03,2022-04-20,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.9,8%,3,8.6,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV914,2004-08-03,2022-05-21,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.7,,2,8.4,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV915,2003-02-11,2022-04-04,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.0,15%,3,8.7,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV915,2003-02-11,2021-08-26,B1,Bạn bè,1000000,tháng,Đạt,6.1,15%,4,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV916,2006-12-17,2022-04-28,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.8,5%,2,4.6,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV916,2006-12-17,2023-01-02,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.9,8%,3,8.7,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV917,1992-09-26,2022-05-12,B1,Bản thân,1000000,tháng,Đạt,6.9,15%,4,8.8,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV917,1992-09-26,2023-04-06,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.3,15%,4,8.5,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV917,1992-09-26,2020-03-12,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,6.3,15%,4,8.7,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV918,2007-08-05,2023-06-22,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.6,,2,8.6,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV918,2007-08-05,2023-06-21,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,4.5,8%,2,5.8,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV919,1998-12-07,2023-12-28,B1,Bản thân,1000000,tháng,Đạt,5.5,15%,4,8.7,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV919,1998-12-07,2023-03-23,Thuyết trình,Bản thân,3400000,24 buổi,Không đạt,5.7,15%,2,2.5,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV920,1995-07-04,2022-06-02,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.3,15%,3,8.4,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV920,1995-07-04,2020-07-10,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.9,5%,4,8.4,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV920,1995-07-04,2022-09-01,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,7.2,5%,2,8.6,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
